Phrase_ID	YUA	ES	Communicative_Context
YUAES0000253	Táan a bin koonol merkaado	Estas yendo a vender al mercado	COMMC0001
YUAES0000254	Táan u bin koonol merkaado	Está yendo a vender al mercado	COMMC0001
YUAES0000255	Táan u bino'ob koonol merkaado	Ellos están yendo a vender al mercado	COMMC0001
YUAES0000256	Táan a bine'ex koonol merkaado	Ustedes están yendo a vender al mercado	COMMC0001
YUAES0000257	Táan k bin koonol merkaado	Estamos yendo a vender al mercado	COMMC0001
YUAES0000258	Yaan wáaj in bin koonol merkaado	¿Iré a vender al mercado?	COMMC0001
YUAES0000259	Yaan wáaj a bin koonol merkaado	¿Irás a vender al mercado?	COMMC0001
YUAES0000260	Yaan wáaj u bin koonol merkaado	¿Irá a vender al mercado?	COMMC0001
YUAES0000261	Yaan wáaj u bino'ob koonol merkaado	¿Ellos irán a vender al mercado?	COMMC0001
YUAES0000262	Yaan wáaj a bine'ex koonol merkaado	¿Ustedes irán a vender al mercado?	COMMC0001
YUAES0000263	Yaan wáaj k bin koonol merkaado	¿Iremos a vender al mercado?	COMMC0001
YUAES0000264	Yaan in bin wáaj koonol merkaado	¿Iré a vender en el mercado?	COMMC0001
YUAES0000265	Yaan a bin wáaj koonol merkaado	¿Irás a vender en el mercado?	COMMC0001
YUAES0000266	Yaan wáaj u bin koonol merkaado	¿Él irá a vender en el mercado?	COMMC0001
YUAES0000267	Yaan u bino'ob wáaj koonol merkaado	¿Ellos irán a vender en el mercado?	COMMC0001
YUAES0000268	Yaan a bine'ex wáaj koonol merkaado	¿Ustedes irán a vender al mercado?	COMMC0001
YUAES0000269	Yaan k bin wáaj koonol merkaado	¿Iremos a vender al mercado?	COMMC0001
YUAES0000270	Yaan in bin koonol merkaado wáaj	¿Iré a vender al mercado?	COMMC0001
YUAES0000271	Yaan a bin koonol merkaado wáaj	¿Irás a vender al mercado?	COMMC0001
YUAES0000272	Yaan u bin koonol merkaado wáaj	¿Él irá a vender al mercado?	COMMC0001
YUAES0000273	Yaan u bino'ob koonol merkaado wáaj	¿Ellos irán a vender al mercado?	COMMC0001
YUAES0000274	Yaan a bine'ex koonol merkaado wáaj	¿Ustedes irán a vender al mercado?	COMMC0001
YUAES0000275	Yaan k bin koonol merkaado wáaj	¿Iremos a vender al mercado?	COMMC0001
YUAES0000276	Máax ku bin koonol merkaado	¿Quién va a vender al mercado?	COMMC0001
YUAES0000277	Máax ku binsikech koonol merkaado	¿Quién te llevará a vender al mercado?	COMMC0001
YUAES0000278	Máax ku binsiko'on koonol merkaado	¿Quién nos llevará a vender al mercado?	COMMC0001
YUAES0000279	Máax ku binsike'ex koonol merkaado	¿Quién les llevará a vender al mercado?	COMMC0001
YUAES0000280	Tu'ux merkaadoil ka bin koonol	¿En que mercado vas a vender?	COMMC0001
YUAES0000281	Máakalmáak merkaadoil jach jats'uts	¿Cuál mercado es más bonito?	COMMC0001
YUAES0000282	Máakalmáak merkaadoil jach nojoch	¿Cuál mercado es más grande?	COMMC0001
YUAES0000283	Máakalmáak merkaadoil jach chichan	¿Cuál mercado es más chico?	COMMC0001
YUAES0000284	Ma' táan in bin koonol merkaadoi'	No estoy yendo a vender en el mercado	COMMC0001
YUAES0000285	Ma' táan a bin koonol merkaadoi'	No estás yendo a vender en el mercado	COMMC0001
YUAES0000286	Ma' táan u bin koonol merkaadoi'	Él no está yendo a vender en el mercado	COMMC0001
YUAES0000287	Ma' táan u bino'ob koonol merkaadoi'	Ellos no están yendo a vender en el mercado	COMMC0001
YUAES0000288	Ma' táan a bine'ex koonol merkaadoi'	Ustedes no están yendo a vender en el mercado	COMMC0001
YUAES0000289	Ma' táan k bin koonol merkaadoi'	No estamos yendo a vender en el mercado	COMMC0001
YUAES0000290	Táan wáaj a bin koonol merkaado	¿Estás yendo a vender al mercado?	COMMC0001
YUAES0000291	Táan wáaj u bin koonol merkaado	¿Él está yendo a vender al mercado?	COMMC0001
YUAES0000292	Táan wáaj u bino'ob koonol merkaado	¿Ellos están yendo a vender al mercado?	COMMC0001
YUAES0000293	Táan wáaj a bine'ex koonol merkaado	¿Ustedes están yendo a vender al mercado?	COMMC0001
YUAES0000294	Táan wáaj k bin koonol merkaado	¿Estamos yendo a vender al mercado?	COMMC0001
YUAES0000295	Bix a bin koonol merkaado	¿Cómo vas a vender al mercado?	COMMC0001
YUAES0000296	Sáansamal wáaj ka bin koonol merkaado	¿Todos los días vas a vender al mercado?	COMMC0001
YUAES0000297	Máax yéetel ka bin koonol merkaado	¿Con quién vas a vender al mercado?	COMMC0001
YUAES0000298	Sáansamal kin bin koonol merkaado	Todos los días voy a vender al mercado	COMMC0001
YUAES0000299	Sáansamal ku bino'ob koonol merkaado	Todos los días van a vender al mercado	COMMC0001
YUAES0000300	Sáansamal ka bine'ex koonol merkaado	Todos los días ustedes van a vender al mercado	COMMC0001
YUAES0000301	Ma' jbinen merkaado bejla'e'	Hoy no fui al mercado	COMMC0001
YUAES0000302	Sáamal in bin merkaado	Mañana voy al mercado	COMMC0001
YUAES0000303	Jo'oljeake' jbinen merkaado	Ayer fui al mercado	COMMC0001
YUAES0000304	Yaan wáaj a bin sáamal merkaado	¿Irás mañana al mercado?	COMMC0001
YUAES0000305	Kin konik ya'abach ba'alo'ob merkaado	Vendo muchas cosas en el mercado	COMMC0001
YUAES0000306	Kin konik ja'as merkaado	Vendo platanos en el mercado	COMMC0001
YUAES0000307	Kin konik nikte'ob merkaado	Vendo flores en el mercado	COMMC0001
YUAES0000308	Kin konik janal merkaado	Vendo comida en el mercado	COMMC0001
YUAES0000309	Kin konik ch'ujuk pak'áal merkaado	Vendo naranja dulce en el mercado	COMMC0001
YUAES0000310	Kin konik su'uts' pak'áal merkaado	Vendo naranaja agria en el mercado	COMMC0001
YUAES0000311	Kin konik ch'ujuko'ob merkaado	Vendo dulces en el mercado	COMMC0001
YUAES0000312	Jats'uts le merkaadoo'	El mercado es bonito	COMMC0001
YUAES0000313	Nojoch le merkaadoo'	El mercado es grande	COMMC0001
YUAES0000314	Chichan le merkaadoo'	El mercado es pequeño	COMMC0001
YUAES0000315	Tene' ajkoonolen ichil merkaado	Yo soy vendedor dentro del mercado	COMMC0001
YUAES0000316	Tene' ixkoonolen ichil merkaado	Yo soy vendedora dentro del mercado	COMMC0001
YUAES0000317	Leti'e' ajkoonol ichil merkaado	Él es vendedor dentro del mercado	COMMC0001
YUAES0000318	Leti'e' ixkoonol ichil merkaado	Ella es vendedora dentro del mercado	COMMC0001
YUAES0000319	Teche' ajkoonolech ichil merkaado	Tú eres vendedor dentro del mercado	COMMC0001
YUAES0000320	Teche' ixkoonolech ichil merkaado	Tu eres vendedora dentro del mercado	COMMC0001
YUAES0000321	To'one' ajkoonolo'on ichil merkaado	Nosotros somos vendedores dentro del mercado	COMMC0001
YUAES0000322	To'one' ixkoonolo'on ichil merkaado	Nosotras somos vendedoras dentro del mercado	COMMC0001
YUAES0000323	Te'exe' ajkoonole'ex ichil merkaado	Ustedes son vendedores dentro del mercado	COMMC0001
YUAES0000324	Te'exe' ixkoonole'ex ichil merkaado	Ustedes son vendedoras dentro del mercado	COMMC0001
YUAES0000325	Ma' in k'áat bin koonol ichil merkaadoi'	No quiero ir a vender al mercado	COMMC0001
YUAES0000326	Jach ma'alob merkaado	Es muy buen mercado	COMMC0001
YUAES0000327	jach ma' paatal merkaadoi'	No es muy buen mercado	COMMC0001
YUAES0000328	Túumben le merkaadoo'	El mercado es nuevo	COMMC0001
YUAES0000329	Jach úuchben le merkaadoo'	El mercado es muy antiguo	COMMC0001
YUAES0000330	Le merkaadoo' naats' yanik k'íiwik	El mercado está cerca del centro	COMMC0001
YUAES0000331	Le merkaadoo' jach náach yanik ti' k'íiwik	El mercado está muy lejos del centro	COMMC0001
YUAES0000332	Naats' tin wotoch yaan le merkaadoo'	El mercado está cerca de mi casa	COMMC0001
YUAES0000333	Náach tin wotoch yaan le merkaadoo'	El mercado está lejos de mi casa	COMMC0001
YUAES0000334	Ka'abeje' yaan in bin merkaado	Pasado mañana iré al mercado	COMMC0001
YUAES0000335	Ka'abeje' yaan a bin koonol merkaado	Pasado mañana irás a vender al mercado	COMMC0001
YUAES0000336	Ka'abeje' yaan u bino'ob koonol merkaado	Pasado mañana ellos irán a vender al mercado	COMMC0001
YUAES0000337	Ka'abeje' yaan a bine'ex koonol merkaado	Pasado mañana ustedes irán a vender al mercado	COMMC0001
YUAES0000338	U merkaado in kaajale' jach nojoch	El mercado de mi pueblo es muy grande	COMMC0001
YUAES0000339	Ki'imak in wóol in bin merkaado	Soy feliz yendo al mercado	COMMC0001
YUAES0000340	Ki'imak a wóol a bin merkaado	Eres feliz yendo al mercado	COMMC0001
YUAES0000341	Ki'imak a wóol a bin merkaado	¿Eres feliz yendo al mercado?	COMMC0001
YUAES0000342	Ki'imak u yóolo'ob u bino'ob merkaado	Son felices yendo al mercado	COMMC0001
YUAES0000343	Jach k'a'abéet a bin merkaado	Es muy importante que vayas al mercado	COMMC0001
YUAES0000344	Jach k'a'abéet in bin merkaado	Es muy importante que yo vaya al mercado	COMMC0001
YUAES0000345	Ma' jach k'a'abéet in bin merkaadoi'	No es muy importante que yo vaya al mercado	COMMC0001
YUAES0000346	Jach k'a'abéet u bin merkaado	Es muy importante que vaya al mercado	COMMC0001
YUAES0000347	Ma' jach k'a'abéet u bin merkaadoi'	No es muy importante que vaya al mercado	COMMC0001
YUAES0000348	Jach k'a'abéet u bino'ob merkaado	Es muy importante que vayan al mercado	COMMC0001
YUAES0000349	Ma' jach k'a'abéet u bino'ob merkaadoi'	No es muy importante que vayan al mercado	COMMC0001
YUAES0000350	Jach k'a'abéet a bine'ex merkaado	Es muy importante que ustedes vayan al mercado	COMMC0001
YUAES0000351	Ma' jach k'a'abéet a bine'ex merkaadoi'	No es muy importante que ustedes vayan al mercado	COMMC0001
YUAES0000352	Jach wáaj k'a'abéet a bin merkaado	¿Es muy importante que vayas al mercado?	COMMC0001
YUAES0000353	Jach wáaj k'a'abéet in bin merkaado	¿Es muy importante que yo vaya al mercado?	COMMC0001
YUAES0000354	Ma' wáaj jach k'a'abéet in bin merkaadoi'	¿No es muy importante que yo vaya al mercado?	COMMC0001
YUAES0000355	Jach wáaj k'a'abéet u bin merkaado	¿Es muy importante que él vaya al mercado?	COMMC0001
YUAES0000356	Ma' wáaj jach k'a'abéet u bin merkaadoi'	¿No es muy importante que vayan al mercado?	COMMC0001
YUAES0000357	Jach wáaj k'a'abéet u bino'ob merkaado	¿Es muy importante que ellos vayan al mercado?	COMMC0001
YUAES0000358	Ma' wáaj jach k'a'abéet u bino'ob merkaadoi'	¿No es muy importante que ellos vayan al mercado?	COMMC0001
YUAES0000359	Jach wáaj k'a'abéet a bine'ex merkaado	¿Es muy importante que eustedes vayan al mercado?	COMMC0001
YUAES0000360	Tene' áak'ab kin bin merkaado	Yo voy al mercado por la noche	COMMC0001
YUAES0000361	Teche' áak'ab ka bin merkaado	Tu vas al mercado por la noche	COMMC0001
YUAES0000362	Leti'e' áak'ab ku bin merkaado	Él va al mercado por la noche	COMMC0001
YUAES0000363	Leti'e' áak'ab ku bin merkaado	Ella va al mercado por la noche	COMMC0001
YUAES0000364	To'one' áak'ab kek bin merkaado	Nosotros vamos al mercado por la noche	COMMC0001
YUAES0000365	To'one' áak'ab kek bin merkaado	Nosotras vamos al mercado por la noche	COMMC0001
YUAES0000366	Te'exe' áak'ab ka bine'ex merkaado	Ustedes van al mercado por la noche	COMMC0001
YUAES0000367	Teche' áak'ab wáaj ka bin merkaado	¿Tu vas al mercado por la noche?	COMMC0001
YUAES0000368	Leti'e' áak'ab wáaj ku bin merkaado	¿Él va al mercado por la noche?	COMMC0001
YUAES0000369	Leti'e' áak'ab wáaj ku bin merkaado	¿Ella va al mercado por la noche?	COMMC0001
YUAES0000370	To'one' áak'ab wáaj kek bin merkaado	¿Nosotros vamos al mercado por la noche?	COMMC0001
YUAES0000371	To'one' áak'ab wáaj kek bin merkaado	¿Nosotras vamos al mercado por la noche ?	COMMC0001
YUAES0000372	Te'exe' áak'ab wáaj ka bine'ex merkaado	¿Ustedes van al mercado por la noche?	COMMC0001
YUAES0000373	Tene' ma' áak'ab kin bin merkaadoi'	Yo no voy al mercado por las noche	COMMC0001
YUAES0000374	Teche' ma' wáaj áak'ab ka bin merkaadoi'	¿Tú no vas al mercado por la noche?	COMMC0001
YUAES0000375	Leti'e' ma' wáaj áak'ab ku bin merkaadoi'	¿Él no va al mercado por la noche?	COMMC0001
YUAES0000376	Leti'e' ma' wáaj áak'ab ku bin merkaadoi'	¿Ella no va al mercado por la noche?	COMMC0001
YUAES0000377	To'one' ma' wáaj áak'ab kek bin merkaadoi'	¿Nosotros no vamos al mercado por la noche?	COMMC0001
YUAES0000378	To'one' ma' wáaj áak'ab kek bin merkaadoi'	¿Nosotras no vamos al mercado por la noche?	COMMC0001
YUAES0000379	Te'exe' ma' wáaj áak'ab ka bine'ex merkaadoi'	¿Ustedes no van al mercado por la noche?	COMMC0001
YUAES0000380	Yaan nikte'ob merkaado	Hay flores en el mercado	COMMC0001
YUAES0000381	Yaan nal merkaado	Hay elotes en el mercado	COMMC0001
YUAES0000382	Yaan ya'abach paalalo'ob merkaado	Hay muchos niños en el mercado	COMMC0001
YUAES0000383	Yaan ya'abach mejen ch'úupalo'ob te' merkaadoo'	Hay muchas niñas en el mercado	COMMC0001
YUAES0000384	Yaan ya'abach mejen xi'ipalalo'ob te' merkaadoo'	Hay muchos niños en el mercado	COMMC0001
YUAES0000385	Jach jump'íit paalalo'ob yaan merkaado	Hay muy pocos niños en el mercado	COMMC0001
YUAES0000386	Jach jump'íit ch'úupalalo'ob yaan merkaado	Hay muy pocas muchachas en el mercado	COMMC0001
YUAES0000387	Jach jump'íit xi'ipalalo'ob yaan merkaado	Hay muy pocos muchachos en el mercado	COMMC0001
YUAES0000388	Yaan jump'éel merkaado tin kaajal	Hay un mercado en mi pueblo	COMMC0001
YUAES0000389	Yaan ka'ap'éel merkaado tin kaajal	Hay dos mercados en mi pueblo	COMMC0001
YUAES0000390	Yaan óoxp'éel merkaado tin kaajal	Hay tres mercados en mi pueblo	COMMC0001
YUAES0000391	Yaan kamp'éel merkaado tin kaajal	Hay cuatro mercados en mi pueblo	COMMC0001
YUAES0000392	Mina'an mix jump'éel merkaado tin kaajal	No hay ningun mercado en mi pueblo	COMMC0001
YUAES0000393	Ma' bona'an u merkaadoil in kaajali'	El mercado de mi pueblo no está pintado	COMMC0001
YUAES0000394	U merkaadoil a kaajale' jach chichan	El mercado de tu pueblo es muy pequeño	COMMC0001
YUAES0000395	U merkaadoil a kaajale' jach nojoch	El mercado de tu pueblo es muy grande	COMMC0001
YUAES0000396	Ta'aytak in k'uuchul merkaado	Ya casi llego al mercado	COMMC0001
YUAES0000397	Yaan in xáantal merkaado	Voy a tardar en el mercado	COMMC0001
YUAES0000398	Ja'atskab ka jk'uchen merkaado	En la mañana llegué al mercado	COMMC0001
YUAES0000399	Áak'ab ka jluk'en merkaado	En la noche me quité del mercado	COMMC0001
YUAES0000400	Ma' yanchaj koonol merkaado bejla'e'	Hoy no hubo venta en el mercado	COMMC0001
YUAES0000401	Ma' táan u yantal koonol merkaado sáamal	Mañana no habrá venta en el mercado	COMMC0001
YUAES0000402	Ma' táan u yantal koonol merkaado ka'abej	Pasado mañana no habrá venta en el mercado	COMMC0001
YUAES0000403	Yaan wáaj koonol merkaado bejla'e'	¿Habrá venta hoy en el mercado?	COMMC0001
YUAES0000404	Yaan wáaj koonol merkaado sáamal	¿Habrá venta mañana en el mercado?	COMMC0001
YUAES0000405	Ba'ax k'iin u yantal koonol merkaado	¿Qué día habrá venta en el mercado?	COMMC0001
YUAES0000406	Ma' táan in ka' bin koonol merkaado	No volveré a ir a vender en el mercado	COMMC0001
YUAES0000407	Ma' táan in ka'atéen bin koonol merkaado	No volveré a ir a vender en el mercado	COMMC0001
YUAES0000408	Leti'obe' jbino'ob jo'oljeak merkaado	Ellos fueron ayer al mercado	COMMC0001
YUAES0000409	Te'exe' jbine'ex jo'oljeak merkaado	Ustedes fueron ayer al mercado	COMMC0001
YUAES0000410	Jlúuben bejla'e' te' merkaado'	Hoy me caí en el mercado	COMMC0001
YUAES0000411	Jlúuben jo'oljeak merkaado	Ayer me caí en el mercado	COMMC0001
YUAES0000412	Jach nojoch u merkaadoil a kaajal	El mercado de tu pueblo es muy grande	COMMC0001
YUAES0000413	Jach chichan u merkaadoil a kajal	El merado de tu pueblo es muy pequeño	COMMC0001
YUAES0000414	Kin wilikech merkaado	Te veo en el mercado	COMMC0001
YUAES0000415	Ka wiliken merkaado	Me ves en el mercado	COMMC0001
YUAES0000416	Kek ilikbáaj merkaado	Nos vemos en el mercado	COMMC0001
YUAES0000417	Kin wilike'ex merkaado	Les veo en el mercado	COMMC0001
YUAES0000418	Ma' tin wilikech merkaado	No te veo en el mercado	COMMC0001
YUAES0000419	Ma' táan in wilikech merkaado	No te veré en el mercado	COMMC0001
YUAES0000420	Ma' ta wiliken merkaado	No me ves en el mercado	COMMC0001
YUAES0000421	Ma' táan a wiliken merkaado	No me veras en el mercado	COMMC0001
YUAES0000422	Ma' tin wiliko'ob merkaado	No los veo en el mercado	COMMC0001
YUAES0000423	Ma' táan in wiliko'ob merkaado	No los veré en el mercado	COMMC0001
YUAES0000424	Ma' tin wilike'ex merkaado	No les veo en el mercado	COMMC0001
YUAES0000425	Ma' táan in wilike'ex merkaado	No les veré en el mercado	COMMC0001
YUAES0000426	Ka wiliken wáaj merkaado	¿Me ves en el mercado?	COMMC0001
YUAES0000427	Kin wiliko'ob wáaj merkaado	¿Los veo en el mercado?	COMMC0001
YUAES0000428	Kin wilike'ex wáaj merkaado	¿Les veo en el mercado?	COMMC0001
YUAES0000429	Ma' tin wilikech merkaado	¿No te veo en el mercado?	COMMC0001
YUAES0000430	Ma' táan in wilikech merkaado	¿No te veré en el mercado?	COMMC0001
YUAES0000431	Ma' ta wiliken merkaado	¿No me ves en el mercado?	COMMC0001
YUAES0000432	Ma' táan a wiliken merkaado	¿No me verás en el mercado?	COMMC0001
YUAES0000433	Ma' tin wiliko'ob merkaado	¿No los veo en el mercado?	COMMC0001
YUAES0000434	Ma' táan in wiliko'ob merkaado	¿No los veré en el mercado?	COMMC0001
YUAES0000435	Ma' tin wilike'ex merkaado	¿No les veo en el mercado?	COMMC0001
YUAES0000436	Ma' táan in wilike'ex merkaado	¿No les veré en el mercado?	COMMC0001
YUAES0000437	Ku yilikubáajo'ob merkaado	Se ven en el mercado	COMMC0001
YUAES0000438	Ma' tu yilikubáajo'ob merkaado	No se ven en el mercado	COMMC0001
YUAES0000439	Jats'uts in wilik in bin merkaado	Me gusta ir al mercado	COMMC0001
YUAES0000440	Jach jats'uts in wilik in bin merkaado	Me gusta mucho ir al mercado	COMMC0001
YUAES0000441	In p'eek in bin merkaado	Me molesta ir al mercado	COMMC0001
YUAES0000442	J-jaanen merkaado	Comí en el mercado	COMMC0001
YUAES0000443	J-jaano'on merkaado	Comimos en el mercado	COMMC0001
YUAES0000444	J-jaane'ex merkaado	Ustedes comieron en el mercado	COMMC0001
YUAES0000445	J-jaanech merkaado	Comiste en el mercado	COMMC0001
YUAES0000446	Ma'alob k'a'amiken merkaado	Me recibieron bien en el mercado	COMMC0001
YUAES0000447	Ma' ma'alob k'a'amiken merkaadoi'	No me recibieron bien en el mercado	COMMC0001
YUAES0000448	Jbinen yéetel in éetailo'ob merkaado	Fui con mis amigos al mercado	COMMC0001
YUAES0000449	Jbinech yéetel a éetailo'ob merkaado	Fuiste con tus amigos al mercado	COMMC0001
YUAES0000450	Jbino'ob yéetel u éetailo'ob merkaado	Fueron con sus amigos al mercado	COMMC0001
YUAES0000451	Jbine'ex yéetel a éetailo'ob merkaado	Ustedes se fueron con sus amigos al mercado	COMMC0001
YUAES0000452	Ba'ax k'iin a bin merkaado	¿Qué día irás al mercado?	COMMC0001
YUAES0000453	Ba'ax k'iin u bin merkaado	¿Que día irá al mercado?	COMMC0001
YUAES0000454	Ba'ax k'iin a bine'ex merkaado	¿Que día irán ustedes al mercado?	COMMC0001
YUAES0000455	Ba'ax k'iin u bino'ob merkaado	¿Qué día iran ellos al mercado?	COMMC0001
YUAES0000456	Jayp'éel k'iino'ob ka bin merkaado	¿Cuántos días vas al mercado?	COMMC0001
YUAES0000457	Jayp'éel k'iino'ob ku bin merkaado	¿Cuántos días va al mercado?	COMMC0001
YUAES0000458	Jayp'éel k'iino'ob ku bino'ob merkaado	¿Cuántos días van al mercado?	COMMC0001
YUAES0000459	Jayp'éel k'iino'ob ka bine'ex merkaado	¿Cuántos días van ustedes al mercado?	COMMC0001
YUAES0000460	Ma' wáaj ta bin merkaado	¿No vas a ir al mercado?	COMMC0001
YUAES0000461	Ma' wáaj tu bin merkaado	¿No va a ir al mercado?	COMMC0001
YUAES0000462	Ma' wáaj ta bine'ex merkaado	¿No van ustedes al mercado?	COMMC0001
YUAES0000463	Ma' wáaj tu bino'ob merkaado	¿No van ellos al mercado?	COMMC0001
YUAES0000464	Xeen merkaado	Vete al mercado	COMMC0001
YUAES0000465	Xeene'ex merkaado	Vayanse al mercado	COMMC0001
YUAES0000466	Lep' a wóol ka' xi'ikech merkaado	Apresuráte para que vayas al mercado	COMMC0001
YUAES0000467	Lep' a wóol ka'atéen xi'ikech merkaado	Apresúrate para que vayas al mercado	COMMC0001
YUAES0000468	Sáansamal kin bin merkaado	Todos los dias voy al mercado	COMMC0001
YUAES0000469	Sáansamal ka bin merkaado	Todos los dias tú vas al mercado	COMMC0001
YUAES0000470	Sáansamal ku bin merkaado	Todos los dias va al mercado	COMMC0001
YUAES0000471	Sáansamal ku bino'ob merkaado	Todos los dias van al mercado	COMMC0001
YUAES0000472	Sáansamal ka bine'ex merkaado	Todos los dias ustedes van al mercado	COMMC0001
YUAES0000473	Jweenen merkaado	Dormí en el mercado	COMMC0001
YUAES0000474	Jweenen merkaado	Dormiste en el mercado	COMMC0001
YUAES0000475	Jweeno'ob merkaado	Durmieron en el mercado	COMMC0001
YUAES0000476	Jweene'ex merkaado	Ustedes durmieron al mercado	COMMC0001
YUAES0000477	Ook'in in bin merkaado	En la noche voy a ir al mercado	COMMC0001
YUAES0000478	Ook'in a bin merkaado	En la noche vas a ir al mercado	COMMC0001
YUAES0000479	Ook'in u bino'ob merkaado	En la noche ellos van a ir al mercado	COMMC0001
YUAES0000480	Ook'in a bine'ex merkaado	En la noche ustedes van a ir al mercado	COMMC0001
YUAES0000481	Úuchben u merkaadoil in kaajal	El mercado de mi pueblo es antiguo	COMMC0001
